021-G-0044A,5-Mar-18,,2650,580,620,500,-415,165,105,425,465,305,512,805,200,1090,270,270,795,2,55492500,42520500,100000,90,ai_eq_jed.dgn
021-G-0044B,5-Mar-18,,2650,580,620,500,-415,165,105,425,465,305,512,805,200,1090,270,270,795,2,55492500,42516500,100000,90,ai_eq_jed.dgn
