35-P001A,5-Mar-18,,2350,800,800,455,-450,75,750,260,260,200,360,125,100,795,300,300,565,2,1185000,1620500,3500,180,ai_eq_rgx3.dgn
35-P001B,5-Mar-18,,2350,800,800,455,-450,75,750,260,260,200,360,125,100,795,300,300,565,2,1181500,1620500,3500,180,ai_eq_rgx3.dgn
