020-P-141A,5-Mar-18,,2200,765,585,325,-345,110,590,375,375,225,360,425,150,710,180,180,545,2,11972000,9342600,100000,90,ai_eq_nsr.dgn
020-P-141B,5-Mar-18,,2200,765,585,325,-345,110,590,375,375,225,360,425,150,710,180,180,545,2,11972000,9339600,100000,90,ai_eq_nsr.dgn
