020-P-405A,5-Mar-18,,3250,920,1580,400,-435,150,930,540,540,360,580,720,275,990,320,320,900,2,11936980,9266300,100000,0,ai_eq_nsr.dgn
020-P-405B,5-Mar-18,,3250,920,1580,400,-435,150,930,540,540,360,580,720,275,990,320,320,900,2,11941980,9266300,100000,0,ai_eq_nsr.dgn
