24-P9201A,5-Mar-18,,2150,500,700,425,-310,85,645,300,260,140,360,330,100,740,215,215,575,2,1129500,1486500,3600,270,ai_eq_qgx4.dgn
24-P9201B,5-Mar-18,,2150,500,700,425,-310,85,645,300,260,140,360,330,100,740,215,215,575,2,1129500,1490000,3600,270,ai_eq_qgx4.dgn
