95-HBC63122,KET.HE,0,10136500,10732310,108550,4012,1280,501.5,250,640,500,320,384,1337.333333
95-HBC63132,KET.HE,0,10142500,10732480,108350,3526,1126,440.75,250,563,500,281.5,337.8,1175.333333
95-HBC63142,KET.HE,0,10148500,10732760,108100,3239,874,404.875,250,437,500,218.5,262.2,1079.666667
95-HBG63111,KET.HE,0,10125500,10728770,115450,9196,1534,1149.5,250,767,500,383.5,460.2,3065.333333
95-HBG63133,KET.HE,0,10131500,10729100,115450,7136,1328,892,250,664,500,332,398.4,2378.666667

