#EquipNo,EquipName,Rotation,X,Y,Z,ShellType,DiameterOfFront,DiameterOfRear,LengthOfTip(Front),LengthOfDrum,DistanceOf1Saddle,DistanceOf2ndSaddle,LengthOfSaddle,WidthOfSaddle,HeightOfSaddle,DiameterOfFlange(Front),DiameterOfFlange(Rear),FrontEndType,FrontEndLength,RearEndType,RearEndLength,NozzleKind,NozzleName,NozzleType,Length,Diameter,,,,,,,,,,,,,,,
95-HBG62311,HOR.HE,180,0,0,0,Straight,1246,1246,3994,3994,1331.333333,2662.666667,623,200,3000,1557.5,1557.5,Cap,311.5,Flat,934.5,TUP,TubeOut,Discharge,200,600,TDN,TubeIn,Suction,200,600,S1UP,ShellIn,Suction,200,400,S2DN,ShellOut,Discharge,200,300
F-E60A/B,HOR.HE,90,-110375,46700,0,Straight,600,600,6250,6250,2083,4167,300,300,300,700,700,Cap,1563,Flat,1563,TUP,TubeOut,Discharge,200,600,TDN,TubeIn,Suction,200,600,S1UP,ShellIn,Suction,200,400,S2DN,ShellOut,Discharge,200,300
F-E160A(F-E65A),HOR.HE,90,-96990,12501,3850,Straight,920,920,4690,4690,1563,3127,460,300,300,1020,1020,Cap,1173,Flat,1173,TUP,TubeOut,Discharge,200,600,TDN,TubeIn,Suction,200,600,S1UP,ShellIn,Suction,200,400,S2DN,ShellOut,Discharge,200,300
F-E160B(F-E65B),HOR.HE,90,-96990,12501,7350,Straight,920,920,4690,4690,1563,3127,460,300,300,1020,1020,Cap,1173,Flat,1173,TUP,TubeOut,Discharge,200,600,TDN,TubeIn,Suction,200,600,S1UP,ShellIn,Suction,200,400,S2DN,ShellOut,Discharge,200,300
F-E002A(F-E66),HOR.HE,270,-134925,35702,1524,Straight,624,624,6260,6260,2087,4173,312,300,300,724,724,Cap,1565,Flat,1565,TUP,TubeOut,Discharge,200,600,TDN,TubeIn,Suction,200,600,S1UP,ShellIn,Suction,200,400,S2DN,ShellOut,Discharge,200,300
F-E002B(F-E66),HOR.HE,270,-134925,35702,702,Straight,624,624,6260,6260,2087,4173,312,300,300,724,724,Cap,1565,Flat,1565,TUP,TubeOut,Discharge,200,600,TDN,TubeIn,Suction,200,600,S1UP,ShellIn,Suction,200,400,S2DN,ShellOut,Discharge,200,300
