PressureReliefValve
#EquipmentID,EquipmentType,Rotation,PosX,PosY,PosZ,Length,Diameter,DiaphramLength,DiaphramDiameter,
ACV001, ActuatorControlValve,0,0,0,0,600,300,800,600
